width,space,ctt,cself,ctsv
7.5e-06,5e-07,-9.295744186760877e-15,4.126095981282324e-15,-5.169648205478553e-15
7.5e-06,1e-06,-4.6362191867608775e-15,3.4640831727558433e-15,-1.1721360140050343e-15
7.5e-06,1.5e-06,-3.083044186760877e-15,3.2352252252950162e-15,1.521810385341393e-16
7.5e-06,2e-06,-2.3064566867608778e-15,3.1177047595629017e-15,8.112480728020239e-16
7.5e-06,2.4999999999999998e-06,-1.840504186760878e-15,3.045735214547547e-15,1.2052310277866692e-15
7.5e-06,2.9999999999999997e-06,-1.529869186760878e-15,2.997001920226172e-15,1.467132733465294e-15
7.5e-06,3.5e-06,-1.3079870439037351e-15,2.9617787501832327e-15,1.6537917062794976e-15
7.5e-06,4e-06,-1.141575436760878e-15,2.9351236369410416e-15,1.7935482001801637e-15
7.5e-06,4.5e-06,-1.012144186760878e-15,2.9142500390859733e-15,1.9021058523250954e-15
7.5e-06,5e-06,-9.08599186760878e-16,2.8974638734618684e-15,1.9888646867009905e-15
7.5e-06,5.5e-06,-8.238805503972415e-16,2.883674661732432e-15,2.059794111335191e-15
7.5e-06,6e-06,-7.532816867608778e-16,2.8721482221993303e-15,2.1188665354384523e-15
7.5e-06,6.5000000000000004e-06,-6.935441867608779e-16,2.862371980795506e-15,2.168827794034628e-15
7.5e-06,7e-06,-6.423406153323066e-16,2.85397717787039e-15,2.2116365625380835e-15
7.5e-06,7.5e-06,-5.97964186760878e-16,2.846691730060853e-15,2.248727543299975e-15
7.5e-06,8e-06,-5.591348117608781e-16,2.840310504359425e-15,2.281175692598547e-15
7.5e-06,8.5e-06,-5.248735985255839e-16,2.8346759284654585e-15,2.3098023299398748e-15
7.5e-06,9e-06,-4.94419186760878e-16,2.82966497114286e-15,2.335245784381982e-15
7.5e-06,9.5e-06,-4.671705025503517e-16,2.825180176816831e-15,2.358009674266479e-15
7.5e-06,9.999999999999999e-06,-4.4264668676087807e-16,2.8211433539132314e-15,2.3784966671523534e-15
8e-06,5e-07,-9.917014186760875e-15,4.095459505206507e-15,-5.8215546815543684e-15
8e-06,1e-06,-4.946854186760877e-15,3.4334442840552137e-15,-1.513409902705663e-15
8e-06,1.5e-06,-3.2901341867608773e-15,3.2045827452451937e-15,-8.555144151568354e-17
8e-06,2e-06,-2.4617741867608774e-15,3.0870579342451994e-15,6.252837474843221e-16
8e-06,2.4999999999999998e-06,-1.964758186760878e-15,3.015083636751494e-15,1.050325449990616e-15
8e-06,2.9999999999999997e-06,-1.633414186760878e-15,2.966345416891219e-15,1.3329312301303408e-15
8e-06,3.5e-06,-1.3967399010465923e-15,2.931117288219645e-15,1.5343773871730526e-15
8e-06,4e-06,-1.2192341867608779e-15,2.9044572599431377e-15,1.6852230731822598e-15
8e-06,4.5e-06,-1.081174186760878e-15,2.883578829426777e-15,1.802404642665899e-15
8e-06,5e-06,-9.70726186760878e-16,2.866787931063235e-15,1.8960617443023574e-15
8e-06,5.5e-06,-8.803596413063325e-16,2.8529940927056595e-15,1.972634451399327e-15
8e-06,6e-06,-8.050541867608779e-16,2.8414631330178833e-15,2.0364089462570054e-15
8e-06,6.5000000000000004e-06,-7.413341867608779e-16,2.831682475471756e-15,2.0903482887108783e-15
8e-06,7e-06,-6.867170439037352e-16,2.82328335672659e-15,2.136566312822855e-15
8e-06,7.5e-06,-6.39382186760878e-16,2.815993689325828e-15,2.17661150256495e-15
8e-06,8e-06,-5.97964186760878e-16,2.80960833617756e-15,2.211644149416682e-15
8e-06,8.5e-06,-5.61418892643231e-16,2.803969721098039e-15,2.242550828454808e-15
8e-06,9e-06,-5.28934186760878e-16,2.7989548092464763e-15,2.2700206224855982e-15
8e-06,9.5e-06,-4.998689236029833e-16,2.7944661417399453e-15,2.2945972181369618e-15
8e-06,9.999999999999999e-06,-4.737101867608781e-16,2.7904255239822052e-15,2.316715337221327e-15
8.5e-06,5e-07,-1.0538284186760875e-14,4.067065504360328e-15,-6.471218682400548e-15
8.5e-06,1e-06,-5.257489186760877e-15,3.4050482898390683e-15,-1.8524408969218084e-15
8.5e-06,1.5e-06,-3.4972241867608773e-15,3.1761837800026036e-15,-3.2104040675827364e-16
8.5e-06,2e-06,-2.6170916867608774e-15,3.0586553685429052e-15,4.4156368178202786e-16
8.5e-06,2.4999999999999998e-06,-2.0890121867608776e-15,2.9866771264016666e-15,8.97664939640789e-16
8.5e-06,2.9999999999999997e-06,-1.7369591867608778e-15,2.93793481124163e-15,1.200975624480752e-15
8.5e-06,3.5e-06,-1.4854927581894493e-15,2.9027025529832187e-15,1.4172097947937693e-15
8.5e-06,4e-06,-1.2968929367608779e-15,2.876038425075205e-15,1.579145488314327e-15
8.5e-06,4.5e-06,-1.1502041867608778e-15,2.855155957743003e-15,1.7049517709821252e-15
8.5e-06,5e-06,-1.0328531867608778e-15,2.8383611005618753e-15,1.8055079138009977e-15
8.5e-06,5.5e-06,-9.368387322154234e-16,2.824563387043535e-15,1.8877246548281117e-15
8.5e-06,6e-06,-8.568266867608779e-16,2.813028636579914e-15,1.9562019498190363e-15
8.5e-06,6.5000000000000004e-06,-7.891241867608778e-16,2.8032442709488452e-15,2.0141200841879676e-15
8.5e-06,7e-06,-7.310934724751637e-16,2.7948415240334592e-15,2.0637480515582953e-15
8.5e-06,7.5e-06,-6.808001867608779e-16,2.787548305218728e-15,2.10674811845785e-15
8.5e-06,8e-06,-6.367935617608779e-16,2.7811594742256578e-15,2.14436591246478e-15
8.5e-06,8.5e-06,-5.97964186760878e-16,2.7755174518231454e-15,2.1775532650622674e-15
8.5e-06,9e-06,-5.634491867608779e-16,2.7704992003331933e-15,2.2070500135723154e-15
8.5e-06,9.5e-06,-5.325673446556148e-16,2.7660072582656363e-15,2.2334399136100214e-15
8.5e-06,9.999999999999999e-06,-5.04773686760878e-16,2.7619634286417146e-15,2.257189741880837e-15
9e-06,5e-07,-1.1159554186760877e-14,4.0406321653852126e-15,-7.118922021375664e-15
9e-06,1e-06,-5.5681241867608774e-15,3.3786132849392152e-15,-2.1895109018216622e-15
9e-06,1.5e-06,-3.704314186760878e-15,3.1497462893600423e-15,-5.545678974008353e-16
9e-06,2e-06,-2.7724091867608777e-15,3.0322148613203294e-15,2.598056745594517e-16
9e-06,2.4999999999999998e-06,-2.213266186760878e-15,2.9602333092324334e-15,7.469671224715554e-16
9e-06,2.9999999999999997e-06,-1.840504186760878e-15,2.9114875525297743e-15,1.0709833657688965e-15
9e-06,3.5e-06,-1.5742456153323064e-15,2.8762518188882936e-15,1.3020062035559873e-15
9e-06,4e-06,-1.374551686760878e-15,2.849584236081818e-15,1.4750325493209398e-15
9e-06,4.5e-06,-1.2192341867608779e-15,2.8286983623931365e-15,1.6094641756322586e-15
9e-06,5e-06,-1.094980186760878e-15,2.8119001605842096e-15,1.7169199738233316e-15
9e-06,5.5e-06,-9.933178231245145e-16,2.7980991692942397e-15,1.804781346169725e-15
9e-06,6e-06,-9.085991867608781e-16,2.786561208838085e-15,1.877962022077207e-15
9e-06,6.5000000000000004e-06,-8.369141867608779e-16,2.77677369982702e-15,1.939859513066142e-15
9e-06,7e-06,-7.754699010465922e-16,2.768367874024377e-15,1.992897972977785e-15
9e-06,7.5e-06,-7.222181867608779e-16,2.7610716383398093e-15,2.0388534515789313e-15
9e-06,8e-06,-6.75622936760878e-16,2.754679849968583e-15,2.079056913207705e-15
9e-06,8.5e-06,-6.34509480878525e-16,2.7490349272510283e-15,2.1145254463725033e-15
9e-06,9e-06,-5.97964186760878e-16,2.7440138302415653e-15,2.1460496434806873e-15
9e-06,9.5e-06,-5.652657657082464e-16,2.7395190953635522e-15,2.174253329655306e-15
9e-06,9.999999999999999e-06,-5.358371867608781e-16,2.735472523731028e-15,2.1996353369701498e-15
9.5e-06,5e-07,-1.1780824186760877e-14,4.015926306146072e-15,-7.764897880614805e-15
9.5e-06,1e-06,-5.8787591867608774e-15,3.3539060192271932e-15,-2.524853167533684e-15
9.5e-06,1.5e-06,-3.911404186760878e-15,3.125036922978744e-15,-7.863672637821336e-16
9.5e-06,2e-06,-2.9277266867608777e-15,3.0075029425142255e-15,7.977625575334774e-17
9.5e-06,2.4999999999999998e-06,-2.3375201867608777e-15,2.93551858602857e-15,5.979983992676923e-16
9.5e-06,2.9999999999999997e-06,-1.9440491867608782e-15,2.88676990953253e-15,9.427207227716517e-16
9.5e-06,3.5e-06,-1.6629984724751636e-15,2.8515312235960625e-15,1.1885327511208989e-15
9.5e-06,4e-06,-1.452210436760878e-15,2.8248607023230003e-15,1.3726502655621222e-15
9.5e-06,4.5e-06,-1.288264186760878e-15,2.8039719281230847e-15,1.5157077413622067e-15
9.5e-06,5e-06,-1.1571071867608779e-15,2.787170875260735e-15,1.630063688499857e-15
9.5e-06,5.5e-06,-1.0497969140336053e-15,2.7733670870005032e-15,1.7235701729668979e-15
9.5e-06,6e-06,-9.603716867608781e-16,2.761826384670803e-15,1.801454697909925e-15
9.5e-06,6.5000000000000004e-06,-8.847041867608781e-16,2.752036188083963e-15,1.867332001323085e-15
9.5e-06,7e-06,-8.198463296180208e-16,2.74362772736321e-15,1.923781397745189e-15
9.5e-06,7.5e-06,-7.63636186760878e-16,2.736328907451044e-15,1.972692720690166e-15
9.5e-06,8e-06,-7.14452311760878e-16,2.7299345835131855e-15,2.0154822717523075e-15
9.5e-06,8.5e-06,-6.710547749961721e-16,2.7242871719277832e-15,2.053232396931611e-15
9.5e-06,9e-06,-6.32479186760878e-16,2.719263630912026e-15,2.0867844441511477e-15
9.5e-06,9.5e-06,-5.97964186760878e-16,2.7147664951966445e-15,2.1168023084357665e-15
9.5e-06,9.999999999999999e-06,-5.66900686760878e-16,2.7107175643480337e-15,2.1438168775871557e-15
9.999999999999999e-06,5e-07,-1.2402094186760875e-14,3.9927529337933666e-15,-8.409341252967508e-15
9.999999999999999e-06,1e-06,-6.1893941867608766e-15,3.3307314486309746e-15,-2.858662738129902e-15
9.999999999999999e-06,1.5e-06,-4.118494186760877e-15,3.1018605611599318e-15,-1.016633625600945e-15
9.999999999999999e-06,2e-06,-3.0830441867608773e-15,2.984324401870919e-15,-9.871978488995843e-17
9.999999999999999e-06,2.4999999999999998e-06,-2.4617741867608774e-15,2.9123376486166945e-15,4.505634618558171e-16
9.999999999999999e-06,2.9999999999999997e-06,-2.047594186760878e-15,2.863586473752719e-15,8.159922869918411e-16
9.999999999999999e-06,3.5e-06,-1.7517513296180206e-15,2.8283452587359068e-15,1.0765939291178862e-15
9.999999999999999e-06,4e-06,-1.5298691867608779e-15,2.8016722174877084e-15,1.2718030307268305e-15
9.999999999999999e-06,4.5e-06,-1.3572941867608778e-15,2.780780953302365e-15,1.4234867665414872e-15
9.999999999999999e-06,5e-06,-1.2192341867608779e-15,2.7639774505221384e-15,1.5447432637612605e-15
9.999999999999999e-06,5.5e-06,-1.1062760049426962e-15,2.7501712565760203e-15,1.643895251633324e-15
9.999999999999999e-06,6e-06,-1.012144186760878e-15,2.738628193833204e-15,1.7264840070723262e-15
9.999999999999999e-06,6.5000000000000004e-06,-9.324941867608779e-16,2.7288356815661204e-15,1.7963414948052425e-15
9.999999999999999e-06,7e-06,-8.642227581894493e-16,2.720424948613961e-15,1.8562021904245118e-15
9.999999999999999e-06,7.5e-06,-8.050541867608779e-16,2.7131238983361688e-15,1.908069711575291e-15
9.999999999999999e-06,8e-06,-7.532816867608779e-16,2.7067273842472107e-15,1.9534456974863328e-15
9.999999999999999e-06,8.5e-06,-7.076000691138192e-16,2.7010778211202287e-15,1.9934777520064095e-15
9.999999999999999e-06,9e-06,-6.669941867608779e-16,2.6960521656655246e-15,2.0290579789046468e-15
9.999999999999999e-06,9.5e-06,-6.306626078135095e-16,2.6915529512238416e-15,2.060890343410332e-15
9.999999999999999e-06,9.999999999999999e-06,-5.97964186760878e-16,2.687501976090268e-15,2.08953778932939e-15
