5.00E-06	5.00E-06	5.92E-14
6.00E-06	5.00E-06	6.74E-14
7.00E-06	5.00E-06	7.55E-14
8.00E-06	5.00E-06	8.36E-14
9.00E-06	5.00E-06	9.17E-14
1.00E-05	5.00E-06	9.98E-14
1.10E-05	5.00E-06	1.08E-13
1.20E-05	5.00E-06	1.16E-13
1.30E-05	5.00E-06	1.24E-13
1.40E-05	5.00E-06	1.32E-13
1.50E-05	5.00E-06	1.40E-13
1.60E-05	5.00E-06	1.49E-13
1.70E-05	5.00E-06	1.57E-13
1.80E-05	5.00E-06	1.65E-13
1.90E-05	5.00E-06	1.73E-13
2.00E-05	5.00E-06	1.81E-13
5.00E-06	6.00E-06	5.23E-14
6.00E-06	6.00E-06	5.91E-14
7.00E-06	6.00E-06	6.58E-14
8.00E-06	6.00E-06	7.25E-14
9.00E-06	6.00E-06	7.93E-14
1.00E-05	6.00E-06	8.60E-14
1.10E-05	6.00E-06	9.28E-14
1.20E-05	6.00E-06	9.95E-14
1.30E-05	6.00E-06	1.06E-13
1.40E-05	6.00E-06	1.13E-13
1.50E-05	6.00E-06	1.20E-13
1.60E-05	6.00E-06	1.26E-13
1.70E-05	6.00E-06	1.33E-13
1.80E-05	6.00E-06	1.40E-13
1.90E-05	6.00E-06	1.47E-13
2.00E-05	6.00E-06	1.53E-13
5.00E-06	7.00E-06	4.74E-14
6.00E-06	7.00E-06	5.32E-14
7.00E-06	7.00E-06	5.89E-14
8.00E-06	7.00E-06	6.47E-14
9.00E-06	7.00E-06	7.04E-14
1.00E-05	7.00E-06	7.62E-14
1.10E-05	7.00E-06	8.19E-14
1.20E-05	7.00E-06	8.77E-14
1.30E-05	7.00E-06	9.34E-14
1.40E-05	7.00E-06	9.92E-14
1.50E-05	7.00E-06	1.05E-13
1.60E-05	7.00E-06	1.11E-13
1.70E-05	7.00E-06	1.16E-13
1.80E-05	7.00E-06	1.22E-13
1.90E-05	7.00E-06	1.28E-13
2.00E-05	7.00E-06	1.34E-13
5.00E-06	8.00E-06	4.37E-14
6.00E-06	8.00E-06	4.87E-14
7.00E-06	8.00E-06	5.37E-14
8.00E-06	8.00E-06	5.87E-14
9.00E-06	8.00E-06	6.37E-14
1.00E-05	8.00E-06	6.88E-14
1.10E-05	8.00E-06	7.38E-14
1.20E-05	8.00E-06	7.88E-14
1.30E-05	8.00E-06	8.38E-14
1.40E-05	8.00E-06	8.88E-14
1.50E-05	8.00E-06	9.38E-14
1.60E-05	8.00E-06	9.88E-14
1.70E-05	8.00E-06	1.04E-13
1.80E-05	8.00E-06	1.09E-13
1.90E-05	8.00E-06	1.14E-13
2.00E-05	8.00E-06	1.19E-13
5.00E-06	9.00E-06	4.08E-14
6.00E-06	9.00E-06	4.53E-14
7.00E-06	9.00E-06	4.97E-14
8.00E-06	9.00E-06	5.41E-14
9.00E-06	9.00E-06	5.86E-14
1.00E-05	9.00E-06	6.30E-14
1.10E-05	9.00E-06	6.74E-14
1.20E-05	9.00E-06	7.19E-14
1.30E-05	9.00E-06	7.63E-14
1.40E-05	9.00E-06	8.08E-14
1.50E-05	9.00E-06	8.52E-14
1.60E-05	9.00E-06	8.96E-14
1.70E-05	9.00E-06	9.41E-14
1.80E-05	9.00E-06	9.85E-14
1.90E-05	9.00E-06	1.03E-13
2.00E-05	9.00E-06	1.07E-13
5.00E-06	1.00E-05	3.85E-14
6.00E-06	1.00E-05	4.25E-14
7.00E-06	1.00E-05	4.65E-14
8.00E-06	1.00E-05	5.05E-14
9.00E-06	1.00E-05	5.44E-14
1.00E-05	1.00E-05	5.84E-14
1.10E-05	1.00E-05	6.24E-14
1.20E-05	1.00E-05	6.64E-14
1.30E-05	1.00E-05	7.03E-14
1.40E-05	1.00E-05	7.43E-14
1.50E-05	1.00E-05	7.83E-14
1.60E-05	1.00E-05	8.23E-14
1.70E-05	1.00E-05	8.62E-14
1.80E-05	1.00E-05	9.02E-14
1.90E-05	1.00E-05	9.42E-14
2.00E-05	1.00E-05	9.82E-14
5.00E-06	1.10E-05	3.66E-14
6.00E-06	1.10E-05	4.02E-14
7.00E-06	1.10E-05	4.38E-14
8.00E-06	1.10E-05	4.74E-14
9.00E-06	1.10E-05	5.10E-14
1.00E-05	1.10E-05	5.46E-14
1.10E-05	1.10E-05	5.82E-14
1.20E-05	1.10E-05	6.18E-14
1.30E-05	1.10E-05	6.54E-14
1.40E-05	1.10E-05	6.90E-14
1.50E-05	1.10E-05	7.26E-14
1.60E-05	1.10E-05	7.62E-14
1.70E-05	1.10E-05	7.98E-14
1.80E-05	1.10E-05	8.34E-14
1.90E-05	1.10E-05	8.70E-14
2.00E-05	1.10E-05	9.06E-14
5.00E-06	1.20E-05	3.51E-14
6.00E-06	1.20E-05	3.84E-14
7.00E-06	1.20E-05	4.16E-14
8.00E-06	1.20E-05	4.49E-14
9.00E-06	1.20E-05	4.82E-14
1.00E-05	1.20E-05	5.15E-14
1.10E-05	1.20E-05	5.48E-14
1.20E-05	1.20E-05	5.81E-14
1.30E-05	1.20E-05	6.14E-14
1.40E-05	1.20E-05	6.46E-14
1.50E-05	1.20E-05	6.79E-14
1.60E-05	1.20E-05	7.12E-14
1.70E-05	1.20E-05	7.45E-14
1.80E-05	1.20E-05	7.78E-14
1.90E-05	1.20E-05	8.11E-14
2.00E-05	1.20E-05	8.44E-14
5.00E-06	1.30E-05	3.37E-14
6.00E-06	1.30E-05	3.68E-14
7.00E-06	1.30E-05	3.98E-14
8.00E-06	1.30E-05	4.28E-14
9.00E-06	1.30E-05	4.58E-14
